badge,city,companyField,company_name,job_edu,job_exp,job_name,job_publisher_name,job_publisher_post,job_sec,job_tags,job_url,positionAdvantage,publish_time
10k-20k,深圳,"移动互联网,数据服务",深圳市和讯华谷信息技术有限公司,本科,1-3年,数据分析（深圳）,,,本科,"中级,数据挖掘,数据建模,SPSS,机器学习",https://www.lagou.com/jobs/3941849.html,"D轮+,14薪+,攻城狮氛围,弹性工作",2018-03-07 21:28:26
10k-15k,深圳,"移动互联网,电子商务",顺丰科技有限公司,本科,3-5年,00578-数据分析工程师,,,本科,,https://www.lagou.com/jobs/4024825.html,核心产品,2018-03-06 19:40:01
6k-12k,深圳,移动互联网,深圳市博悦科创科技有限公司,本科,1-3年,数据分析,,,本科,"大数据,数据挖掘,建模",https://www.lagou.com/jobs/4212533.html,福利好，项目佳，有发展空间,2018-03-07 14:11:15
9k-14k,深圳,"电子商务,金融",深圳市紫川软件有限公司,本科,3-5年,数据分析师,,,本科,"大数据,数据挖掘,建模",https://www.lagou.com/jobs/4059267.html,周末双休 五险一金 员工旅游,2018-03-08 08:44:38
20k-30k,深圳,"移动互联网,数据服务",深圳数位传媒科技有限公司,本科,5-10年,数据分析师,,,本科,"金融,SPSS,sas",https://www.lagou.com/jobs/4210417.html,"14薪起,股票期权,大牛团队,技术氛围好",2018-03-08 09:00:32
10k-20k,深圳,"移动互联网,O2O",深圳市幸福西饼食品有限公司,本科,3-5年,数据分析,,,本科,"大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/4099483.html,"周末双休,弹性工作,季度团建,项目奖励",2018-03-07 17:16:09
10k-20k,深圳,"移动互联网,金融",深圳众禄基金销售股份有限公司,大专,1-3年,数据分析师,,,大专,"大数据,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/3724533.html,"互联网金融,新三板,团队氛围",2018-03-08 10:41:08
38k-65k,深圳,"企业服务,金融",深圳白骑士大数据有限公司,硕士,5-10年,数据分析总监,,,硕士,"金融,数据挖掘,机器学习,深度学习,算法",https://www.lagou.com/jobs/4230035.html,"平台好,创新型,发展迅速,股权期权",2018-03-08 19:20:57
7k-8k,深圳,移动互联网,武汉佰钧成技术有限责任公司,本科,1-3年,数据分析员,,,本科,"专员,业务运营,大数据,统计,SPSS",https://www.lagou.com/jobs/4057874.html,"腾讯平台,弹性工作,六险一金",2018-03-07 19:46:24
15k-20k,深圳,金融,海南新浪爱问普惠科技有限公司,本科,3-5年,数据分析师,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/4108846.html,"年终奖,餐补,员工旅游,年度体检",2018-03-08 09:55:47
5k-8k,深圳,电子商务,深圳市环球易购电子商务有限公司,本科,不限,数据分析师,,,本科,活动,https://www.lagou.com/jobs/1574129.html,上市公司 福利待遇优厚,2018-03-08 09:53:24
20k-40k,深圳,移动互联网,广东欧珀移动通信有限公司,本科,3-5年,高级数据分析师,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/3868319.html,核心事业群 千万级日活 氛围好 组织扁平,2018-03-07 16:44:01
20K-30K,深圳,"其他,硬件",宇星科技发展（深圳）有限公司,硕士,5-10年,大数据分析师,,,硕士,,https://www.lagou.com/jobs/3398270.html,年中大假及旅游、年度体检、五险一金,2018-03-08 10:16:28
20k-30k,广州,移动互联网,广州荔支网络技术有限公司,本科,1-3年,数据分析师,,,本科,"移动互联网,直播,大数据,用户研究",https://www.lagou.com/jobs/3885662.html,发展空间大,2018-03-08 10:27:15
5k-7k,广州,"移动互联网,生活服务",恒大地产集团珠三角房地产开发有限公司,本科,1-3年,数据分析,,,本科,"房产服务,调研,市场分析",https://www.lagou.com/jobs/3461001.html,"500强,上市公司,发展空间大,福利好",2018-03-06 08:53:32
20k-40k,广州,"移动互联网 ,游戏",腾讯科技(深圳)有限公司,本科,3-5年,WXG-111数据分析师,,,本科,,https://www.lagou.com/jobs/3723781.html,微信大平台,2018-03-07 19:34:22
15k-25k,广州,移动互联网,广州华多网络科技有限公司,不限,不限,数据分析师 (MJ000517),,,不限,,https://www.lagou.com/jobs/4166677.html,平台大,2018-03-07 16:53:26
30k-45k,广州,电子商务,唯品会（中国）有限公司,本科,5-10年,资深数据分析师,,,本科,"大数据,BI,商业,业务运营",https://www.lagou.com/jobs/3727751.html,"大平台,好福利,好领导",2018-03-08 15:40:39
15k-25k,广州,"企业服务,O2O",广州博鳌纵横网络科技有限公司,本科,3-5年,数据分析经理,,,本科,"大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/3549140.html,平台大 福利好,2018-03-07 19:30:04
15k-25k,广州,"企业服务,信息安全",广东利通科技投资有限公司,硕士,1-3年,数据分析师,,,硕士,"金融,算法,大数据,SPSS,sas",https://www.lagou.com/jobs/3679128.html,"优秀团队,行业前景,丰厚奖金,带薪年假",2018-03-07 18:17:14
10k-20k,广州,"金融,移动互联网",深圳合众财富金融投资管理有限公司广州分公司,大专,3-5年,数据分析师,,,大专,"金融,大数据",https://www.lagou.com/jobs/4053325.html,"五险一金,年终奖,周末双休,加班补贴",2018-03-08 10:50:13
5k-10k,广州,"移动互联网,金融",广东省电信规划设计院有限公司,本科,不限,大数据咨询及数据分析,,,本科,数据挖掘,https://www.lagou.com/jobs/4225119.html,"年底双薪,绩效奖励,高温补贴,餐补",2018-03-08 10:32:25
8k-13k,广州,"移动互联网,电子商务",广州富米科技有限公司,本科,1-3年,数据分析师,,,本科,"电商,高级,专员,产品,运营",https://www.lagou.com/jobs/3375293.html,"成长快~,氛围活跃,包两餐,零食供应",2018-03-07 18:24:02
6k-8k,广州,"O2O,移动互联网",恒腾网络集团有限公司,本科,1-3年,数据分析师,,,本科,"资深,高级,大数据,专员,SPSS",https://www.lagou.com/jobs/4215753.html,五险一金 年终奖金 员工旅游 绩效奖金,2018-03-08 09:42:48
4k-8k,广州,教育,北京尚德在线教育科技有限公司,本科,1-3年,数据分析,,,本科,"SPSS,数据管理",https://www.lagou.com/jobs/4070834.html,"周末双休,五险一金",2018-03-08 13:58:50
10k-15k,广州,移动互联网,广州牧云网络科技有限公司,本科,3-5年,数据分析师,,,本科,"资深,大数据,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/3406845.html,"技能成长,团队氛围好,公司发展快,年轻人多",2018-03-08 11:32:32
5k-7k,广州,教育,广东世纪晓教育科技有限公司,本科,1-3年,数据分析,,,本科,CRM,https://www.lagou.com/jobs/3820723.html,"CBD办公,发展空间大,五险一金,福利齐全",2018-03-08 09:42:14
2k-4k,广州,移动互联网,广州楠天网络科技有限公司,大专,不限,数据分析,,,大专,"助理,实习生,人事",https://www.lagou.com/jobs/4204877.html,"团队氛围好,下午茶",2018-03-08 14:27:05
14k-20k,北京,"移动互联网,文化娱乐",北京车之家信息技术有限公司,本科,3-5年,数据分析师,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/4223023.html,"福利待遇好,团队氛围好",2018-03-07 18:10:51
10k-20k,北京,"移动互联网,文化娱乐",炫一下（北京）科技有限公司,本科,1-3年,数据分析师,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/4015286.html,行业top 发展空间,2018-03-06 10:49:53
10k-15k,北京,"移动互联网,O2O",北京三快在线科技有限公司,本科,3-5年,数据分析,,,本科,"专员,SPSS",https://www.lagou.com/jobs/3796801.html,"平台大,发展好,大牛云集",2018-03-02 16:04:59
15k-25k,北京,"移动互联网,游戏",奇虎360科技有限公司,本科,1-3年,数据分析师,,,本科,"运营,产品",https://www.lagou.com/jobs/3923069.html,"大平台,福利好,牛人多",2018-03-02 11:44:11
20k-35k,北京,电子商务,北京京东世纪贸易有限公司,本科,3-5年,数据分析师,,,本科,"数据挖掘,用户研究",https://www.lagou.com/jobs/4037728.html,"上市公司,大平台,班车,技术氛围好",2018-03-07 09:40:39
10k-20k,北京,"移动互联网,金融",银客未来科技（北京）有限公司,本科,3-5年,数据分析师,,,本科,"媒体,广告营销,高级,运营,数据挖掘",https://www.lagou.com/jobs/3911487.html,"弹性工作,免费午晚餐,季度绩效,七险一金",2018-03-05 10:22:27
18k-30k,北京,"移动互联网,金融",包头市包银消费金融股份有限公司,本科,不限,数据分析J10038,,,本科,,https://www.lagou.com/jobs/4154405.html,"六险一金,绩效奖金,年终分红,超长年假",2018-03-01 09:18:48
7k-14k,北京,移动互联网,北京卡车之家信息技术股份有限公司,本科,1-3年,数据分析师,,,本科,"大数据,用户研究",https://www.lagou.com/jobs/4227323.html,"公司氛围好,新三板,福利假",2018-03-08 14:32:30
20k-40k,北京,"移动互联网,教育",北京作业盒子科技有限公司,本科,3-5年,数据分析师,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/3811959.html,"福利好,氛围好,六险一金,下午茶",2018-02-27 15:41:49
20k-40k,北京,"移动互联网,O2O",链家网（北京）科技有限公司,本科,1-3年,新房研发部-增长方向数据分析师,,,本科,"汽车,房产服务,高级,大数据,用户研究",https://www.lagou.com/jobs/4078933.html,工作机会大，挑战大，弹性工作，带薪年假,2018-03-06 11:59:58
10k-20k,北京,"移动互联网,教育",上海一起作业信息科技有限公司,本科,1-3年,数据分析工程师,,,本科,"初级,数据挖掘,SQL,SPSS",https://www.lagou.com/jobs/3161560.html,"14薪,团队好",2018-03-07 14:22:23
15k-30k,北京,"移动互联网,教育",小船出海教育科技（北京）有限公司,本科,3-5年,数据分析工程师,,,本科,"资深,高级,中级,大数据,数据挖掘",https://www.lagou.com/jobs/4154998.html,好平台+高薪酬+优厚福利,2018-03-06 14:16:45
18k-24k,北京,金融,钱包金服（北京）科技有限公司,本科,3-5年,数据分析工程师,,,本科,"金融,硬件制造,大数据,数据挖掘,sas",https://www.lagou.com/jobs/4180192.html,A股上市公司金融科技品牌,2018-03-06 10:44:28
25k-40k,北京,移动互联网,北京市商汤科技开发有限公司,本科,3-5年,数据分析师,,,本科,"广告营销,数据挖掘",https://www.lagou.com/jobs/3939879.html,"环境好,福利多多,晋升空间大,奋斗团队",2018-02-26 09:57:42
30k-50k,北京,"移动互联网,金融",海南新软软件有限公司北京分公司,本科,5-10年,资深数据分析师,,,本科,"数据挖掘,SPSS",https://www.lagou.com/jobs/4198564.html,"朝阳行业,海量数据,极客氛围,福利稳稳的",2018-03-08 10:59:09
10K-20K,杭州,"金融,数据服务",杭州恩牛网络技术有限公司,本科,3-5年,数据分析师,,,本科,"金融,资深,高级,数据挖掘,建模",https://www.lagou.com/jobs/3432969.html,"全员mac,技术驱动,六险一金",2018-03-08 10:22:19
10k-20k,杭州,"移动互联网,数据服务",浙江执御信息技术有限公司,不限,3-5年,数据分析师,,,不限,"资深,高级,BI,商业,业务运营",https://www.lagou.com/jobs/3333115.html,"晋升空间,团队管理,年终奖金,旅游活动",2018-03-07 13:23:01
10k-20k,杭州,O2O,点我达网络科技有限公司,本科,1-3年,数据分析专员,,,本科,"统计,SPSS,sas",https://www.lagou.com/jobs/3543671.html,阿里系 扁平化管理 15薪,2018-03-08 14:13:21
12k-20k,杭州,"移动互联网,O2O",杭州大搜车汽车服务有限公司,本科,3-5年,高级数据分析师,,,本科,"金融,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/2083560.html,股票期权,2018-03-08 09:50:34
8k-15k,杭州,"移动互联网,金融",杭州霖梓网络科技有限公司,本科,3-5年,数据分析,,,本科,"金融,财务,统计",https://www.lagou.com/jobs/4202135.html,"五险一金,弹性上班,餐补交补",2018-03-08 16:10:28
20k-35k,杭州,移动互联网,杭州微拍堂文化创意有限公司,大专,3-5年,数据分析,,,大专,"SQL,python",https://www.lagou.com/jobs/4005253.html,"六险一金,十四薪,出国旅游,节日福利",2018-03-08 16:08:28
3k-5k,杭州,"移动互联网,电子商务",杭州多麦电子商务股份有限公司,大专,1年以下,数据分析师,,,大专,"电商,广告营销,专员,运营",https://www.lagou.com/jobs/4213476.html,双休 稳定 上市公司,2018-03-06 16:48:09
6k-10k,杭州,"移动互联网,金融",杭州捕翼网络科技有限公司,本科,3-5年,民宿行业数据分析,,,本科,"旅游,媒体,运营,市场分析",https://www.lagou.com/jobs/4118013.html,"C轮2亿,互联网加,年终奖,五险一金",2018-03-07 10:18:11
10k-20k,杭州,移动互联网,浙江阿拉丁电子商务股份有限公司,本科,3-5年,数据分析师,,,本科,"大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/3765890.html,"福利好,补贴多,年终奖,扁平化",2018-03-08 10:00:20
3k-4k,杭州,"移动互联网,金融",杭州财米科技有限公司,本科,不限,数据分析-偏建模（实习生）-杭州-00917,,,本科,"数据挖掘,算法,业务分析",https://www.lagou.com/jobs/3382837.html,弹性工作,2018-03-07 16:46:54
10k-20k,杭州,"移动互联网,电子商务",浙江森马电子商务有限公司,本科,3-5年,高级数据分析师,,,本科,"电商,业务运营,大数据,数据挖掘",https://www.lagou.com/jobs/2649198.html,双休 五险一金 上市公司 晋升空间大,2018-03-07 10:32:51
10k-16k,杭州,移动互联网,浙江每日互动网络科技股份有限公司,本科,1-3年,数据分析,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/2754502.html,扁平化管理，生日趴， 各种美食水果,2018-03-06 09:38:35
5k-7k,杭州,"移动互联网,O2O",北京斗米优聘科技发展有限公司,大专,1-3年,数据分析专员,,,大专,"旅游,医疗健康,SPSS",https://www.lagou.com/jobs/4226067.html,"五险一金,定期体检,绩效奖金,节日福利",2018-03-08 11:42:46
18k-32k,杭州,"信息安全,数据服务",同盾科技有限公司,本科,3-5年,数据分析-杭州-00491,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/4058607.html,六险一金 弹性工作,2018-03-07 11:37:43
5k-10k,杭州,"移动互联网,其他",杭州东信北邮信息技术有限公司,本科,1-3年,数据分析师,,,本科,"运营,产品",https://www.lagou.com/jobs/4005874.html,"五险一金,年终奖金,绩效奖金,交通补贴",2018-03-08 09:18:51
18k-30k,深圳,"移动互联网,电子商务",顺丰科技有限公司,本科,1-3年,数据分析工程师,,,本科,"物流,大数据,数据挖掘,SQL,sas",https://www.lagou.com/jobs/3365183.html,福利佳,2018-03-06 19:40:01
30k-60k,深圳,"移动互联网 ,游戏",腾讯科技(深圳)有限公司,本科,1-3年,数据分析师（深圳）,,,本科,"机器学习,NLP,数据挖掘,反作弊,人机攻防",https://www.lagou.com/jobs/3854760.html,"大平台,强福利,技术氛围好",2018-03-07 14:58:19
8k-12k,深圳,移动互联网,深圳市博悦科创科技有限公司,本科,1-3年,数据分析师,,,本科,"大数据,数据挖掘,建模",https://www.lagou.com/jobs/4000149.html,平台好，待遇好,2018-03-08 10:59:45
12k-24k,深圳,"移动互联网,金融",深圳众禄基金销售股份有限公司,本科,3-5年,数据分析师,,,本科,"大数据,BI,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/3123157.html,"新三板,金融公司,团队氛围",2018-03-08 10:41:09
9k-16k,深圳,"移动互联网,金融",上海海万信息科技股份有限公司,本科,1-3年,数据分析,,,本科,"中级,数据挖掘,大数据,建模",https://www.lagou.com/jobs/4061928.html,"发展平台,法定节假日,五险一金",2018-03-08 11:46:03
6k-8k,深圳,移动互联网,武汉佰钧成技术有限责任公司,本科,1-3年,数据分析员,,,本科,"数据挖掘,数据管理",https://www.lagou.com/jobs/3927311.html,"六险一金,带薪年假,双休,腾讯平台",2018-03-08 10:30:21
12k-15k,深圳,"医疗健康,移动互联网",爱问医联科技（深圳）有限公司,本科,3-5年,数据分析师,,,本科,"金融,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/3814457.html,"爱问医联,微博平台,五险一金,互联网医疗",2018-03-08 09:24:45
13k-18k,深圳,金融,深圳市盖威科技有限公司,本科,3-5年,数据分析师,,,本科,"金融,大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/4180513.html,福利待遇好,2018-03-06 14:33:42
25k-50k,深圳,移动互联网,维沃移动通信有限公司,本科,5-10年,大数据分析师,,,本科,数据挖掘,https://www.lagou.com/jobs/3740254.html,"交通便利,福利好,氛围好",2018-03-06 10:48:49
15k-25k,深圳,"移动互联网,医疗健康",深圳市玄关健康科技有限公司,本科,5-10年,数据分析师,,,本科,"医疗健康,大数据,数据挖掘,建模",https://www.lagou.com/jobs/3967157.html,"扁平化,大平台,技术分享",2018-02-27 11:11:01
10k-15k,深圳,"移动互联网,电子商务",浙江土拨鼠网络科技有限公司,本科,不限,数据分析师,,,本科,"大数据,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/3533819.html,"地铁口便捷,发展空间大,重视程度高",2018-03-07 17:14:20
5k-10k,深圳,移动互联网,任子行网络技术股份有限公司,本科,不限,数据分析师-00657,,,本科,"专员,大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/4135415.html,出差海外,2018-03-06 11:28:21
15k-30k,深圳,"数据服务,移动互联网",试金石信用服务有限公司,本科,3-5年,数据分析师,,,本科,金融,https://www.lagou.com/jobs/2225601.html,行业前景好、大牛团队,2018-03-08 11:36:15
10k-20k,深圳,"移动互联网,O2O",广州依时货拉拉科技有限公司,本科,3-5年,数据分析师,,,本科,"大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/3782170.html,"职位发展,晋升空间,团队氛围好",2018-03-06 15:35:22
18k-36k,深圳,"移动互联网,游戏",深圳市乐易网络有限公司,本科,3-5年,数据分析师,,,本科,"旅游,游戏,广告营销,大数据,Java",https://www.lagou.com/jobs/2951631.html,"海外手游,鹅厂大神,福利多多,带薪旅行",2018-03-08 10:22:12
15k-30k,广州,移动互联网,广州华多网络科技有限公司,不限,不限,2018春季社招-数据分析师,,,不限,,https://www.lagou.com/jobs/4188873.html,"平台大,机会多,福利好,春季专场",2018-03-07 16:53:13
10k-20k,广州,移动互联网,广州荔支网络技术有限公司,本科,1-3年,数据分析工程师,,,本科,"移动互联网,直播,社交,数据挖掘,建模",https://www.lagou.com/jobs/2402726.html,技术牛人多，亿级用户产品，奖金激励多,2018-03-08 10:27:13
30k-50k,广州,电子商务,唯品会（中国）有限公司,本科,5-10年,数据分析经理,,,本科,"资深,高级,商业,数据挖掘,SPSS",https://www.lagou.com/jobs/2880543.html,"工作环境,团队,贴近业务,技术导向",2018-03-06 08:57:29
10k-20k,广州,"金融,移动互联网",深圳合众财富金融投资管理有限公司广州分公司,大专,3-5年,数据分析师,,,大专,"金融,用户研究,大数据",https://www.lagou.com/jobs/4053095.html,"五险一金,周末双休,年终奖,全勤奖",2018-03-08 10:50:12
5k-10k,广州,移动互联网,北京云房数据技术有限责任公司广州分公司,大专,不限,数据分析师,,,大专,,https://www.lagou.com/jobs/876023.html,五险一金 周末双休,2018-03-08 10:03:38
7k-9k,广州,教育,北京尚德在线教育科技有限公司,本科,1-3年,数据分析师,,,本科,"SPSS,数据管理",https://www.lagou.com/jobs/4151703.html,在线教育,2018-03-08 11:52:59
7k-10k,广州,移动互联网,优视科技有限公司,大专,3-5年,数据分析师-外包,,,大专,"大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/4056559.html,大团队，团队氛围好,2018-03-08 11:44:35
10k-15k,广州,移动互联网,广州花镇教育咨询有限公司,大专,1-3年,数据分析师,,,大专,"大数据,SPSS,matlab",https://www.lagou.com/jobs/4197285.html,"五险一金,大平台,行业前景好,下午茶",2018-03-08 13:50:09
6k-10k,广州,"移动互联网,广告营销",有米科技股份有限公司,本科,1-3年,数据分析师,,,本科,"电商,公众号,数据管理,微信数据",https://www.lagou.com/jobs/4112844.html,"六险一金,节假福利,带薪假期,自助早餐",2018-03-08 10:41:12
15k-28k,广州,"企业服务,O2O",广州博鳌纵横网络科技有限公司,本科,3-5年,高级数据分析师,,,本科,"大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/3113360.html,周末双休 五险一金 下午茶 股权激励,2018-03-07 19:30:02
10k-20k,广州,企业服务、移动互联网,亚信科技（中国）有限公司,本科,3-5年,数据分析师,,,本科,"金融,大数据,商业,数据挖掘",https://www.lagou.com/jobs/4081993.html,"弹性工作,补充医疗",2018-03-07 09:26:26
20k-35k,广州,广告营销,广东省广告集团股份有限公司,硕士,5-10年,数据分析师,,,硕士,"总监,资深,高级,大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/3508677.html,"前景广阔,老板好,福利优厚,部门氛围佳",2018-03-08 12:11:49
5k-10k,广州,"移动互联网,广告营销",广州栗树信息科技有限公司,大专,不限,数据分析师,,,大专,"海外,渠道,运营,英语",https://www.lagou.com/jobs/3711097.html,"五险一金,宽松氛围,弹性上班制,下午茶",2018-03-08 13:21:34
6k-9k,广州,"移动互联网,生活服务",彩讯科技股份有限公司,本科,1-3年,数据分析师,,,本科,"业务运营,SPSS",https://www.lagou.com/jobs/4192056.html,工作时间短，发展空间大,2018-03-07 13:30:56
10k-20k,广州,电子商务,广州智干电子商务科技有限公司,本科,3-5年,数据开发工程师/数据分析,,,本科,"电商,中级,大数据,数据挖掘",https://www.lagou.com/jobs/4148249.html,"五险一金,带薪假期,员工旅游,员工体检",2018-03-08 18:36:18
15k-20k,上海,"数据服务,企业服务",北京国双科技有限公司,本科,3-5年,高级数据分析师,,,本科,"金融,媒体,大数据,数据挖掘,SQL",https://www.lagou.com/jobs/3140317.html,大数据上市公司，氛围好，牛人多,2018-03-06 11:04:08
20k-25k,上海,移动互联网,中移在线服务有限公司,本科,3-5年,数据分析,,,本科,"教育,数据挖掘,SPSS",https://www.lagou.com/jobs/4030597.html,"五险一金,企业年金,带薪年假,通话餐补",2018-03-07 10:15:31
20k-30k,上海,"移动互联网,医疗健康",上海领健信息技术有限公司,本科,5-10年,数据分析师-上海张江-00286,,,本科,"BI,数据管理",https://www.lagou.com/jobs/3635043.html,发展空间大 技术牛人多 微软团队,2018-03-07 09:59:26
15k-30k,上海,金融,晋商消费金融股份有限公司,本科,不限,数据分析师,,,本科,"金融,大数据,BI,业务运营,风控",https://www.lagou.com/jobs/4004682.html,"待遇优渥,弹性工作,扁平管理,年轻团队",2018-03-08 16:34:21
20k-30k,上海,金融,上海拍拍贷金融信息服务有限公司,本科,5-10年,数据分析师,,,本科,"大数据,数据挖掘,产品",https://www.lagou.com/jobs/4135557.html,免费班车,2018-03-07 21:51:52
15k-25k,上海,"移动互联网,数据服务",深圳市和讯华谷信息技术有限公司,本科,3-5年,高级数据分析师 (上海),,,本科,"数据挖掘,机器学习,深度学习,建模",https://www.lagou.com/jobs/3942312.html,"D轮+,14薪+,攻城狮氛围,弹性工作",2018-03-07 21:28:27
8k-15k,上海,"广告营销,文化娱乐",北京爱奇艺科技有限公司,本科,1-3年,游戏-项目管理助理&amp;数据分析-上海,,,本科,"游戏,建模,数值",https://www.lagou.com/jobs/4027959.html,发展前景好,2018-02-22 10:07:06
18k-30k,上海,移动互联网,上海倾听信息技术有限公司,不限,1-3年,数据分析工程师,,,不限,数据挖掘,https://www.lagou.com/jobs/3565966.html,12天带薪年假，团队氛围佳，车补，午餐补,2018-03-07 18:36:35
12k-24k,上海,"移动互联网,金融",杭州财米科技有限公司,本科,1-3年,高级数据分析师,,,本科,"电商,大数据",https://www.lagou.com/jobs/591162.html,"期权激励,带薪年假,弹性工作,年底多薪",2018-03-07 16:46:55
15k-30k,上海,"移动互联网,医疗健康",平安健康互联网股份有限公司上海分公司,本科,3-5年,数据分析岗,,,本科,"专员,大数据,数据挖掘,sas",https://www.lagou.com/jobs/2980662.html,发展前景好、独角兽公司,2018-03-06 14:29:47
15k-30k,上海,"移动互联网,金融",上海方付通商务服务有限公司,本科,3-5年,数据分析师,,,本科,,https://www.lagou.com/jobs/2337314.html,薪资优待 福利完善,2018-03-08 17:04:35
15k-30k,上海,"移动互联网,金融",晋松（上海）网络信息技术有限公司,本科,3-5年,数据分析师,,,本科,"中级,数据挖掘,SPSS",https://www.lagou.com/jobs/4082231.html,"扁平化管理,年终多薪",2018-03-08 09:31:44
10k-20k,上海,移动互联网,上海大岂网络科技有限公司,本科,1-3年,数据分析/数据建模,,,本科,可视化,https://www.lagou.com/jobs/4020979.html,"大数据,B轮,团队氛围好,发展前景大",2018-03-08 09:06:41
15k-30k,上海,金融,上海你我贷互联网金融信息服务有限公司,本科,3-5年,数据分析师,,,本科,"BI,业务运营,数据挖掘",https://www.lagou.com/jobs/4109975.html,饭补，调休，旅游多,2018-03-07 16:52:45
7k-9k,上海,金融,上海厚本金融信息服务有限公司,本科,1-3年,数据分析岗,,,本科,互联网金融,https://www.lagou.com/jobs/3848390.html,"五险一金,交通补贴,通讯补贴,餐补",2018-03-06 09:12:12
15k-30k,北京,"移动互联网,O2O",北京三快在线科技有限公司,本科,3-5年,数据分析师,,,本科,本地生活,https://www.lagou.com/jobs/3766793.html,"年底双薪,职位晋升,团队氛围好,核心部门",2018-03-07 13:58:17
7k-10k,北京,电子商务,北京京东世纪贸易有限公司,本科,1-3年,数据分析,,,本科,"项目管理,大数据,SPSS,sas",https://www.lagou.com/jobs/3798368.html,京东,2018-02-23 20:59:29
10k-20k,北京,"移动互联网,教育",上海一起作业信息科技有限公司,硕士,不限,运营中心-数据分析师,,,硕士,"业务运营,大数据",https://www.lagou.com/jobs/2779243.html,"14薪,团队好,福利棒",2018-03-07 14:22:20
10k-20k,北京,移动互联网,北京爱声声科技有限公司,本科,1-3年,产品运营/数据分析,,,本科,"产品经理,大数据,数据挖掘",https://www.lagou.com/jobs/4103620.html,"五险一金,地铁周边,免费中晚餐,年底双薪",2018-03-08 10:58:37
10k-18k,北京,"移动互联网,金融",银客未来科技（北京）有限公司,本科,1-3年,数据分析师-风控,,,本科,"金融,中级,初级,SPSS,sas",https://www.lagou.com/jobs/3640470.html,"领导赞,氛围好,福利多,扁平化",2018-03-05 10:22:30
15k-25k,北京,"移动互联网,教育",小船出海教育科技（北京）有限公司,本科,3-5年,数据分析师,,,本科,"SPSS,sas",https://www.lagou.com/jobs/3820421.html,七险一金 免费三餐 住房补贴,2018-02-24 18:13:56
15k-28k,北京,金融,京东金融,本科,3-5年,数据分析-数据应用模型方向,,,本科,"理财,大数据,数据挖掘",https://www.lagou.com/jobs/4225604.html,大平台、福利好、同事nice,2018-03-08 11:09:43
18k-28k,北京,"移动互联网,文化娱乐",北京车之家信息技术有限公司,本科,3-5年,数据分析工程师,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/4184340.html,福利好,2018-03-01 14:38:27
25k-35k,北京,"移动互联网,金融",包头市包银消费金融股份有限公司,本科,5-10年,数据分析总监J10069,,,本科,"金融,大数据,数据挖掘",https://www.lagou.com/jobs/4066963.html,"六险一金,定期团建,带薪年假,节日福利",2018-03-01 09:18:50
20k-35k,北京,移动互联网,高德软件有限公司,不限,1-3年,高德-数据分析师,,,不限,"大数据,数据挖掘",https://www.lagou.com/jobs/4065052.html,阿里大平台,2018-03-04 11:55:28
25k-50k,北京,"移动互联网,教育",北京作业盒子科技有限公司,本科,5-10年,数据分析经理,,,本科,"MySQL,商业分析,SPSS,sas,业务分析",https://www.lagou.com/jobs/4004100.html,"六险一金,年终奖,住房补贴,发展空间大",2018-03-06 09:40:52
20k-35k,北京,"企业服务,数据服务",北京数美时代科技有限公司,本科,1-3年,数据分析师,,,本科,"数据治理,BI,大数据,数据挖掘",https://www.lagou.com/jobs/3681440.html,"大牛如云,飞速发展,海量数据,海量数据",2018-03-07 00:25:09
13k-25k,北京,"移动互联网,O2O",链家网（北京）科技有限公司,本科,3-5年,数据分析与行业分析主管,,,本科,"高级,专员,运营,sas",https://www.lagou.com/jobs/3834805.html,免费三餐 优秀团队 大平台,2018-02-11 18:46:10
10k-20k,北京,"数据服务,企业服务",北京国双科技有限公司,本科,3-5年,高级数据分析师,,,本科,"媒体,广告营销,大数据,SPSS",https://www.lagou.com/jobs/3546930.html,五险一金 补充医疗 年度旅游 定期体检,2018-03-05 09:45:44
